Scaffold,Inhibitor,Noninhibitor,OddsRatio,p_value,
O=C(NCCc1c[nH]c2ccccc12)C1C=CCN1,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1c[nH]c2ccccc12)C1C=CCN1C(=O)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1c[nH]c2ccccc12)C1CCN(c2nnc(N3CCCC3=O)s2)CC1,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1c[nH]c2ccccc12)c1conc1-c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1cc2ccccc2[nH]c1=O)c1ccco1,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1ccccc1)C(Cc1ccccc1)=NC(=O)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1ccccc1)C1CC(=O)N(C2CCCC2)C1,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1ccccc1)C1CCCN(Cc2coc(-c3ccccc3)n2)C1,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1ccccc1)C1CCN(S(=O)(=O)N2CCC3(CC2)OCCO3)CC1,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1ccccc1)C1CCN(S(=O)(=O)N2CCCCC2)CC1,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1ccccc1)C1CCN(S(=O)(=O)c2cccc3nsnc23)CC1,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1ccccc1)N1c2ccccc2Sc2ccccc21,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1ccccc1)c1cc2cc3ccccc3nc2o1,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1ccccc1)c1ccc(CS(=O)(=O)c2ccccc2)o1,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1ccccc1)c1ccc2c[nH]nc2c1,1,0,inf,0.335085907,-0.474843837
O=C(NCCc1ccccc1)c1coc(-c2ccccc2)c1,1,0,inf,0.335085907,-0.474843837
O=C(NCCn1ccc2ccccc21)C1CCCC1,1,0,inf,0.335085907,-0.474843837
O=C(NCCn1ccc2ccccc21)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCNC(=S)Nc1ccccc1)c1ccco1,1,0,inf,0.335085907,-0.474843837
O=C(NCNCc1ccccc1)c1cccnc1,1,0,inf,0.335085907,-0.474843837
O=C(NCNNc1ccccc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCNc1ccccc1)c1cccnc1,1,0,inf,0.335085907,-0.474843837
O=C(NCNc1ncc(S(=O)(=O)c2ccccc2)s1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cc2ccccc2[nH]c1=O)NC1CCCCC1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccc(-c2nc3ccccc3s2)cc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccc2c(c1)OCO2)C1C2C=CC3(CN(Cc4ccccc4)C(=O)C13)O2,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccc2c(c1)OCO2)C1CC(=O)N(C2CCCC2)C1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccc2c(c1)OCO2)C1CC(c2ccccc2)=NO1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccc2c(c1)OCO2)C1CCC(CNS(=O)(=O)c2ccccc2)CC1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccc2c(c1)OCO2)C1CCCN1C(=O)Nc1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccc2c(c1)OCO2)C1c2ccccc2NC(=O)N1c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccc2c(c1)OCO2)c1cc(-c2ccccc2)on1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccc2c(c1)OCO2)c1cc2cc3ccccc3nc2o1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccc2c(c1)OCO2)c1ccc[nH]1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccc2c(c1)OCO2)c1cnn2c(=O)c(Cc3ccccc3)c[nH]c12,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccc2ccccc12)C1CC1C(NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccc2ccccc12)OCC1OCC=CC1Oc1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccc2ccccc12)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)C(c1ccccc1)N(Cc1cccs1)C(=O)c1cnccn1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)C(c1cccs1)N(Cc1cccs1)C(=O)c1cnccn1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)C1(Cc2ccccc2)C=CCN1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)C12CN(Cc3ccccc3)CC1C(c1ccccc1)=NO2,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)C1C=CC(Cc2ccccc2)N1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)C1C=CC(Cc2ccccc2)N1C(=O)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)C1C=CC2(CCCCC2)N1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)C1C=CC2(CCCCC2)N1C(=O)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)C1C=CCN1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)C1CC(=O)N(c2ccccc2)C1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)C1CC1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)C1CCC(=O)N1C1CCCCC1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)C1CCN(C(=O)N2CCOc3ccccc32)CC1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)N1CCCC(c2nc3ccccc3[nH]2)C1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)c1cc2cnn(Cc3ccccc3)c2s1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)c1cccnc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)c1cn(-c2ccccc2)nn1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccc1)c1onc(CSc2ccccc2)c1C(=O)NCCCN1CCOCC1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccn1)C1C=CC(Cc2ccccc2)N1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccccn1)C1C=CC2(CCCCC2)N1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccnc1)C(=Cc1ccc(-c2ccccc2)o1)S(=O)(=O)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccnc1)C1CC2c3ccccc3C1c1ccccc12,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccnc1)C1CCC(=O)N1Cc1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccnc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccnc1)C1COc2ccccc2O1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccnc1)c1c2ccccc2cn1C1CCCCCCC1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccnc1)c1cc(-c2ccccc2)on1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccnc1)c1ccc(COc2ccccc2)o1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccnc1)c1ccc(CS(=O)(=O)Cc2ccccc2)o1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccnc1)c1cccc(C(=O)NCc2cccnc2)c1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccco1)C1C2C=CC3(CN(Cc4ccccc4)C(=O)C13)O2,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccco1)c1cc(-c2cccs2)nc2ccccc12,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccco1)c1ccccc1N(Cc1ccccc1)S(=O)(=O)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1ccco1)c1cn(Cc2ccccc2)c2nc3ccccc3nc12,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccs1)C1COc2ccccc2O1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccs1)c1cc(-c2ccccc2)nc2ccccc12,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cccs1)c1cccnc1Nc1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1cn[nH]c1)c1cc2n(n1)CCC(c1ccccc1)N2,1,0,inf,0.335085907,-0.474843837
O=C(NCc1n[nH]c(=S)n1-c1ccccc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NCc1nnc(SCC(=O)N2CCc3ccccc32)n1-c1ccccc1)c1ccco1,1,0,inf,0.335085907,-0.474843837
O=C(NN=C(c1ccccc1)c1cccnc1)C(c1ccccc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NN=C1C2CC3CC(C2)CC1C3)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NN=C1CCCC1)c1cc(-c2ccccc2)nc2ccccc12,1,0,inf,0.335085907,-0.474843837
O=C(NN=C1NCCc2ccccc21)c1ccncc1,1,0,inf,0.335085907,-0.474843837
O=C(NN=CC=Cc1ccc2c(c1)OCO2)c1ccn[nH]1,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1c[nH]nc1-c1ccccc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1ccc(OCc2ccccc2)cc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1ccc2c(c1)OCO2)C(Cc1ccc2c(c1)OCO2)=NC(=O)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1ccc[nH]1)c1cc2ccccc2s1,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1cccc(Oc2ccccc2)c1)c1cccnc1,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1ccccc1)C1CC1,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1ccccc1)c1ccc(CSc2cccc3cccnc23)cc1,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1ccccc1)c1cccs1,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1ccccc1OS(=O)(=O)c1ccccc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1cccnc1)c1[nH]c2ccccc2c1-c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1ccncc1)C(Cc1ccccc1)=NC(=O)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1ccncc1)c1cc2c(ccc3ccccc32)o1,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1ccc2c(c1)OCO2,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1ccco1,1,0,inf,0.335085907,-0.474843837
O=C(NN=Cc1nc2ccccc2[nH]1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NN=c1sccn1Cc1ccc2c(c1)OCO2)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NNc1ccccc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(NNc1ccccn1)Nc1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1c(-c2cccs2)nc2ccccn12)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1c(C(=O)Nc2ccccc2)oc2ccccc12)c1ccc2c(c1)OCO2,1,0,inf,0.335085907,-0.474843837
O=C(Nc1c2c(nn1-c1ccccc1)CSC2)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1c2c(nn1-c1ccccc1)CSC2)c1cccs1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1c2c(nn1-c1ccccc1)CSC2)c1conc1-c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cc2c(s1)CCC2)C1CC(c2ccccc2)=NO1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cc2c(s1)CCCC2)c1cccs1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccc2c(c1)OCO2,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc(-c2nc3ccccc3o2)cc1)c1cccnc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc(-c2nnc(-c3ccco3)o2)cc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc(-n2cnnn2)cc1)C1CCCN1C(=O)Nc1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc(-n2cnnn2)cc1)c1ccco1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc(-n2nncc2-c2ccccc2)cc1)c1ccco1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc(-n2nncc2-c2ccco2)cc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc(Cc2ccncc2)cc1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc(N2CCCCC2)cc1)c1cccnc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc(NC(=S)Nc2ccccc2)cc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)c1cnn2ccc(-c3ccccc3)nc12,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc2[nH]c(-c3ccco3)nc2c1)c1ccco1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc2c(c1)OCCO2)c1cccc2nc3ccccc3nc12,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc2c(c1)OCO2)c1cc2cc3ccccc3nc2o1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc2c(c1)OCO2)c1conc1-c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc2c(c1)oc1ccccc12)c1cc(-c2cccnc2)nc2ccccc12,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc2nc(SCc3ccccc3)sc2c1)c1ccccc1C(=O)N1CCOCC1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc2nccnc2c1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc2nn(-c3ccccc3)nc2c1)c1ccc2c(c1)OCO2,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccc2oc(-c3ccccc3)nc2c1)c1ccc2c(c1)OCCO2,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccc(-c2cccnc2)c1)N1CCc2ccccc21,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1cc2ccccc2s1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccc2c(c1)OCO2,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccc(NC(=O)c2ccc(-c3ccccc3)o2)c1)c1ccco1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccc(NC(=O)c2ccccc2)n1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccc(NC(=S)NC(=O)c2cccs2)c1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccc(Oc2cccnc2)c1)c1cc[nH]n1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccc2ccccc12)C(Cc1ccccc1)=NC(=O)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccc2ccccc12)C12CCC(C1)C2,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccc2ccccc12)c1cn(-c2ccccc2)nc1-c1cccs1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccc2ncccc12)c1ccc(-c2ccccc2)o1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C(Cc1ccc2c(c1)OCO2)=NC(=O)c1ccco1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C(Cc1ccccc1)=NC(=O)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C(Cc1ccccc1)=NC(=O)c1cccs1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C(c1ccccc1)N1CCCCC1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C12CCC(C1)C2,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C1=CN=C2CC(c3ccccc3)CC(=O)C2C1c1ccsc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C1C2C=CC3(O2)C(C(=O)NC2CCCCC2)NC(=O)C13,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C1C=Nc2nc(-c3ccccc3)nn2C1c1ccncc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C1C=Nc2ncnn2C1c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C1CC(=O)N(c2ccc3c4c(cccc24)CC3)C1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C1CC1c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C1CCCN(c2ncccn2)C1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C1CCCN1S(=O)(=O)c1cccc2cccnc12,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C1CCN(C(=O)c2ccccc2)CC1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)N(CCN1CCOCC1)Cc1ccc2c(c1)CCCN2,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)N(Cc1cccnc1)C1CCCCC1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)N(Cc1ccco1)Cc1ccco1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)N1CC2(CCN(C(=O)c3ccncc3)CC2)C1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)N1CCC2(CCCN(C(=O)c3csnn3)C2)C1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)N1CCC2(CCCN(S(=O)(=O)c3ccccc3)C2)C1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)N1CCCC2(CCN(C(=O)Oc3ccccc3)CC2)C1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)N1CCCC2(CCN(C(=O)c3csnn3)CC2)C1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)N1CCc2[nH]c3ccccc3c2C1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)NC1CCN(S(=O)(=O)c2ccccc2)CC1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)NC1CSC(=S)N1N=Cc1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)NC1CSC(=S)N1NC(=O)Nc1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)Nc1ccnc2ccccc12,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)Nc1nnc(-c2ccncc2)s1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)OCCN1CCCCC1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)OCc1cccnc1Sc1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1c2c(nc3ccccc13)CCC2,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1cc(-c2ccccc2)on1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1cc(-n2cc3c(c2)CC=CC3)ccc1N1CCOCC1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1cc2sccc2n1Cc1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1cc[nH]c1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1ccc(COc2ccccc2)o1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1ccc(CSc2nnc(-c3ccccc3)[nH]2)cc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1cccc(Cn2cccn2)c1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1cccc(N2C(=O)C=CC2=O)c1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1cccc(S(=O)(=O)Nc2ccccc2)c1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1ccccc1NCc1cccnc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1ccccn1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1cccs1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1ccnc2ccccc12,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1cnc(-c2cccnc2)s1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1csc(-n2cccn2)n1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1nn(-c2ccccc2)cc1C1CCNCC1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1sccc1OCc1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1)c1sccc1SCc1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1-c1ccccc1)c1cccc(S(=O)(=O)Nc2ccccc2)c1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1-c1nn[nH]n1)c1cnccn1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1C(=O)NCCc1ccccc1)c1ccco1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1C(=O)Nc1ccc2c(c1)OCO2)c1ccco1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1CC1NCCc2ccccc21)c1cc2ccccc2s1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1Cc1ccccc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccc1N1CCOCC1)c1ccccc1NS(=O)(=O)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccccn1)C(NS(=O)(=O)c1cccc2nsnc12)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccn1Cc1ccccc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccnc1)C1C=Nc2nc(-c3cccs3)nn2C1c1cccnc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccnc1)C1CC(c2ccccc2)=NO1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccnc1)N1CCc2cc3[nH]ccc3cc21,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccnc1)Nc1ccc2[nH]ccc2c1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccnc1)c1ccc(COc2ccccc2)o1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cccs1)c1cc(-c2ccccc2)nc2ccccc12,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ccnc2ccccc12)N1CCc2ccccc21,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccco2)on1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc2ccccc2s1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cnns1)OCc1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1coc2ccccc12)c1ccc2c(c1)OCO2,1,0,inf,0.335085907,-0.474843837
O=C(Nc1cscc1-c1ccccc1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1n[nH]c(-c2ccncc2)n1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nc(-c2ccccc2)c(-c2ccccc2)o1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nc(-c2ccccc2)cs1)c1cnoc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nc2c(s1)CCCC2)c1cc(-c2ccccc2)nc2ccccc12,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nc2c(s1)CCc1ccccc1-2)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nc2c(s1)CCc1ccccc1-2)c1cccs1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nc2c(s1)CN(Cc1ccccc1)CC2)c1cccc(S(=O)(=O)N2CCc3ccccc32)c1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nc2c(s1)Cc1ccccc1-2)c1ccco1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nc2ccc3scnc3c2s1)c1ccc2c(c1)OCCO2,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nc2ccccc2n1Cc1ccccc1)c1ccc(COc2ccccc2)o1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nc2ccccc2s1)C1=CN=C2CCCC(=O)C2C1c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ncc(-c2csc(Nc3ccccc3)n2)s1)c1ccco1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ncc(Cc2ccccc2)s1)c1cccs1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1ncc2c(n1)-c1ccccc1CC2)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nccs1)C12CC3CCC1C3CO2,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nccs1)c1cc(-c2ccccc2)nc2ccccc12,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nccs1)c1cc2ccccc2s1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nccs1)c1ccc(COc2ccccc2)o1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nnc(C2CC2)s1)C1Cc2ccccc2CN1S(=O)(=O)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nnc(C2CC2)s1)c1cccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)c1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nnc(Cc2ccccc2)s1)c1conc1-c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nnc(SCc2ccccc2)s1)C1COc2ccccc2O1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nncs1)C1Cc2ccccc2CN1S(=O)(=O)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1nonc1-c1nc2ccccc2[nH]1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1sccc1C(c1ccccc1)N1CCOCC1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1sccc1C(c1ccccn1)N1CCNCC1)c1ccccc1,1,0,inf,0.335085907,-0.474843837
O=C(Nc1sccc1C(c1cccnc1)N1CCCC1)c1ccco1,1,0,inf,0.335085907,-0.474843837
