,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
8661,45,31,14,31,12,45,17,31,14,31,14,31,14,50,2,50,12,31,31,31,29,50,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10755,47,15,24,31,46,31,14,31,14,24,25,45,31,31,31,31,50,24,31,14,50,47,45,31,31,31,31,50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,31,31,31,31,31,12,31,18,45,25,50,47,31,31,14,31,14,24,53,31,14,31,14,31,14,50,12,31,45,17,42,45,20,24,31,14,50,49,31,24,12,31,12,31,18,47,31,24,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7567,31,47,31,14,31,14,25,51,17,45,25,50,50,31,12,31,18,31,45,45,17,31,14,31,14,31,14,50,12,50,13,31,24,17,31,12,31,18,45,31,31,31,31,31,50,24,31,31,31,31,31,50,14,31,14,51,50,49,0,0,0,0,0,0,0,0
11227,31,29,31,14,31,31,12,31,18,47,31,29,24,31,31,31,12,31,18,45,31,31,31,27,50,24,31,12,31,18,47,31,51,50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11230,31,27,31,14,31,31,12,31,18,47,31,29,24,31,31,31,12,31,18,45,31,31,31,27,50,24,31,12,31,18,47,31,51,50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10309,31,31,14,31,14,45,14,24,14,45,8,14,6,14,31,14,31,14,50,12,31,4,45,14,24,13,31,14,31,14,31,14,50,12,31,51,50,1,14,51,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8986,47,14,24,13,31,14,45,14,31,17,50,12,45,31,31,31,28,24,49,31,31,45,24,13,31,14,31,14,31,17,50,12,31,50,47,31,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7280,31,47,31,14,31,14,31,14,50,12,47,31,14,31,12,1,14,31,14,50,12,47,31,27,31,14,25,51,2,31,14,24,50,47,31,31,24,31,47,14,50,13,47,31,14,31,14,24,24,31,14,50,12,31,29,51,50,3,36,24,31,31,24,31,31,31
3712,31,31,12,31,18,45,31,14,31,14,24,14,31,14,45,31,14,31,17,31,50,12,17,50,13,31,14,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5542,31,31,31,31,12,31,18,45,31,14,31,24,14,31,14,45,31,14,31,17,31,50,12,17,50,13,14,31,14,50,3,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6333,31,31,47,31,31,12,31,18,45,31,14,31,24,14,31,14,45,31,14,31,17,31,50,12,17,50,13,14,31,14,50,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8113,31,47,31,31,12,31,18,45,31,14,31,14,24,14,31,14,45,31,14,31,17,31,50,12,17,50,13,31,14,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8791,45,53,12,31,18,12,31,18,31,14,31,24,31,23,14,25,50,51,8,17,57,14,31,14,24,31,47,31,17,31,14,31,14,50,47,50,12,31,24,31,23,14,51,50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9156,47,14,24,53,31,53,31,17,31,14,31,14,31,14,50,12,53,50,13,45,31,17,31,14,53,50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4254,31,31,14,24,31,47,31,12,31,18,29,47,27,50,50,31,50,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10101,31,6,14,57,14,24,50,31,47,31,12,31,18,27,47,27,50,50,31,50,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10102,31,6,14,57,14,24,50,31,47,31,12,31,18,29,47,30,50,50,24,25,31,31,14,24,31,31,31,31,50,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,31,31,45,31,31,31,31,50,24,31,45,31,24,13,31,14,31,14,31,14,50,12,17,31,14,24,47,45,31,31,14,31,14,31,14,50,12,45,14,24,31,31,45,14,50,3,51,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3523,31,14,31,14,31,24,2,45,31,14,31,17,31,14,50,12,17,31,24,25,31,31,14,47,31,20,24,17,31,51,50,31,14,51,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7633,31,47,31,14,31,14,25,51,50,45,31,12,31,18,45,31,31,25,50,24,31,31,45,24,45,31,12,31,18,31,14,53,45,17,50,24,31,31,50,17,31,50,53,31,14,51,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9294,47,14,24,17,45,31,14,31,14,31,24,31,33,14,50,1,45,31,31,25,50,24,31,31,45,24,45,31,12,31,18,31,14,53,45,17,50,24,31,31,50,17,31,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3842,31,31,24,31,31,24,31,31,31,17,31,25,50,25,53,31,31,12,31,18,45,31,14,31,14,31,12,51,14,50,12,47,31,31,47,50,1,14,31,14,31,14,31,50,12,17,51,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5334,31,31,47,31,14,31,14,25,50,47,45,53,12,31,18,12,31,18,31,14,31,14,24,13,31,24,31,31,24,31,31,31,31,14,50,2,31,14,51,50,51,31,21,50,1,31,12,31,18,45,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0
11179,31,47,31,14,31,14,25,24,31,47,29,31,14,27,24,13,31,14,31,14,31,14,50,12,47,29,50,45,31,47,8,14,57,27,31,14,29,24,1,47,31,24,31,31,18,29,24,25,31,47,31,24,31,31,18,47,50,3,31,14,51,51,1,0,0,0
9153,47,14,24,53,31,53,31,17,31,14,31,14,31,14,50,12,47,50,13,45,31,17,31,14,31,14,31,14,50,12,53,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5711,31,31,31,31,53,31,12,31,22,45,24,31,31,31,31,31,53,12,31,18,12,31,18,31,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9783,47,14,31,14,31,14,31,14,50,12,31,12,31,18,45,50,2,31,25,50,51,31,12,31,18,45,31,24,12,31,12,31,18,47,31,31,31,31,50,25,31,31,31,31,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7253,31,47,31,14,31,24,31,47,14,31,24,31,47,14,31,13,50,45,14,31,50,1,14,50,45,28,24,51,31,50,24,31,24,31,31,14,31,31,31,50,25,24,31,31,31,29,24,31,47,28,24,31,47,31,31,24,31,47,14,24,12,31,24,31,45,18
6050,31,31,47,31,12,31,18,31,14,24,31,31,45,14,31,12,45,14,50,1,31,14,31,14,31,14,50,12,31,12,31,18,31,31,24,31,31,24,31,31,31,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10212,31,31,24,31,31,31,45,31,17,31,14,24,47,53,31,31,14,31,14,31,17,50,12,45,14,24,31,45,45,14,50,3,51,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4860,31,31,31,31,31,14,31,14,31,14,50,12,45,50,2,31,14,31,24,50,31,4,14,24,50,31,4,31,14,50,2,47,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10288,31,31,14,31,14,25,50,53,31,14,31,13,50,24,17,31,53,31,24,12,31,24,31,45,18,14,24,31,45,31,50,17,20,13,31,31,31,50,3,31,14,51,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10959,31,31,24,31,31,24,31,31,45,31,12,31,18,29,29,29,24,31,47,29,24,31,47,31,6,12,49,17,8,31,12,31,18,47,31,31,14,31,14,31,14,50,12,29,51,50,51,31,31,27,51,50,25,31,51,50,45,18,0,0,0,0,0,0,0,0
10961,31,31,24,31,31,24,31,31,45,31,12,31,18,29,29,29,24,31,47,29,24,31,47,31,6,12,49,17,8,31,12,31,18,47,31,31,14,31,14,31,14,50,12,27,51,50,51,31,31,27,51,50,25,31,51,50,45,18,0,0,0,0,0,0,0,0
11009,31,31,45,31,12,31,18,29,29,29,24,31,47,29,24,31,47,31,6,13,50,24,17,8,31,12,31,18,47,31,31,14,31,14,24,50,47,31,31,14,50,25,29,51,50,12,31,31,27,51,50,2,31,51,50,14,18,0,0,0,0,0,0,0,0,0
11010,31,31,45,31,12,31,18,29,29,29,24,31,47,29,24,31,47,31,6,12,49,17,8,31,12,31,18,47,31,31,14,31,14,31,14,50,12,29,51,50,51,31,31,27,51,50,25,31,51,50,45,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11016,31,31,45,31,12,31,18,29,29,29,24,31,47,29,24,31,47,31,6,13,50,24,17,8,31,12,31,18,47,31,31,14,31,14,24,50,47,31,31,14,50,25,27,51,50,12,31,31,27,51,50,2,31,51,50,14,18,0,0,0,0,0,0,0,0,0
11017,31,31,45,31,12,31,18,29,29,29,24,31,47,29,24,31,47,31,6,12,49,17,8,31,12,31,18,47,31,31,14,31,14,31,14,50,12,27,51,50,51,31,31,27,51,50,25,31,51,50,45,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11031,31,31,47,31,12,31,18,31,31,45,31,12,31,18,29,29,29,24,31,47,29,24,31,47,31,6,12,49,17,8,31,12,31,18,47,31,31,14,31,14,31,14,50,12,29,51,50,51,31,31,27,51,50,25,31,51,50,45,18,0,0,0,0,0,0,0
11038,31,31,47,31,12,31,18,31,31,45,31,12,31,18,29,29,29,24,31,47,29,24,31,47,31,6,13,50,24,17,8,31,12,31,18,47,31,31,14,31,14,24,50,47,31,31,14,50,25,27,51,50,12,31,31,27,51,50,2,31,51,50,14,18,0,0
11039,31,31,47,31,12,31,18,31,31,45,31,12,31,18,29,29,29,24,31,47,29,24,31,47,31,6,12,49,17,8,31,12,31,18,47,31,31,14,31,14,31,14,50,12,27,51,50,51,31,31,27,51,50,25,31,51,50,45,18,0,0,0,0,0,0,0
11161,31,47,31,14,31,14,25,24,50,31,47,31,12,31,18,45,8,14,6,27,24,31,47,27,24,31,47,27,27,31,12,31,18,45,24,13,31,24,31,31,24,31,31,31,31,12,31,18,29,50,47,31,31,27,51,50,24,50,3,31,14,51,50,49,0,0
5212,31,31,17,45,25,50,1,31,12,31,18,31,45,31,12,31,18,31,14,31,14,31,14,50,12,31,50,2,18,31,24,31,31,14,51,50,51,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10878,47,19,24,31,47,24,47,31,47,31,14,31,14,31,14,50,12,31,47,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020,31,3,30,24,31,47,31,31,27,29,31,31,31,14,31,47,45,14,31,20,24,31,30,50,13,24,31,31,27,50,14,31,31,28,51,50,31,51,50,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3021,31,3,30,24,31,47,31,31,29,29,31,31,31,14,31,47,45,14,31,20,24,31,30,50,13,24,31,31,27,50,14,31,31,30,51,50,31,51,50,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7187,31,47,31,14,25,50,24,47,29,47,27,24,50,31,47,27,24,31,47,27,24,31,47,27,50,2,47,31,14,31,12,1,14,51,50,31,47,31,31,14,31,14,24,50,53,31,31,12,31,18,31,14,50,2,29,24,1,45,31,24,31,31,18,31,31,51
4543,31,31,14,31,14,25,50,51,31,12,31,18,45,31,14,31,14,45,14,31,17,31,50,12,14,50,2,31,14,51,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10642,31,47,31,14,31,14,31,25,51,31,31,45,31,31,14,31,17,31,24,45,31,14,31,14,24,31,45,31,14,50,1,14,24,50,47,31,45,50,14,45,21,50,31,14,51,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,47,31,14,25,50,51,31,45,31,31,45,24,13,31,14,31,14,31,14,50,12,31,31,50,45,31,14,24,31,23,31,14,31,14,45,14,51,50,25,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8827,47,29,25,50,13,31,31,31,45,31,31,45,24,45,31,17,31,14,24,31,33,31,17,50,1,31,31,50,17,31,14,31,14,24,31,33,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4442,31,31,14,31,24,2,47,31,14,31,14,31,14,50,12,17,31,24,47,45,31,31,14,31,14,31,14,50,12,17,51,50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5923,31,31,45,31,14,31,24,49,31,12,31,18,47,31,14,31,14,24,31,32,31,14,50,1,17,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,31,47,31,12,31,18,31,14,31,14,25,51,14,31,24,53,45,31,12,31,18,47,31,31,14,31,14,31,14,50,12,6,12,49,14,5,24,31,31,31,12,31,18,45,31,31,31,31,50,50,31,14,31,14,45,14,50,12,31,14,51,51,50,0,0,0
2891,47,14,24,49,6,14,6,14,31,14,24,31,47,31,24,31,47,14,50,25,47,27,31,31,28,25,50,12,47,31,12,31,18,6,14,6,14,31,14,24,31,47,31,24,31,47,14,50,25,24,12,31,12,31,18,47,27,24,31,47,27,51,50,1,47,0
4501,31,31,14,31,14,25,50,25,6,17,8,31,12,31,18,31,53,31,17,31,14,31,14,31,14,50,12,45,50,13,31,53,51,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10647,31,47,31,14,31,14,31,14,50,12,31,17,47,31,25,50,51,31,47,31,14,31,14,24,31,32,31,14,31,14,45,14,50,47,50,12,31,51,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7434,31,47,31,14,31,14,25,51,51,31,31,24,45,31,12,31,18,31,14,31,14,47,50,24,14,24,31,47,31,12,31,18,45,50,14,31,31,14,31,14,45,14,50,12,31,14,51,50,47,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9071,47,14,25,50,12,31,31,45,31,31,45,24,2,31,14,31,14,31,14,50,12,33,31,31,50,17,45,31,14,31,14,31,14,50,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9309,47,14,24,13,45,31,31,31,31,31,50,24,31,24,45,31,14,31,14,24,31,33,31,14,50,1,45,24,17,31,31,14,31,14,24,31,33,31,14,50,1,31,12,31,18,31,31,14,42,45,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11142,31,47,31,14,31,14,25,51,2,31,24,17,31,12,31,18,45,31,31,31,31,31,50,24,45,24,17,31,31,14,31,14,24,31,33,31,14,50,1,31,12,31,18,31,31,14,42,45,20,24,31,14,51,50,3,47,31,0,0,0,0,0,0,0,0,0
164,31,31,24,12,31,12,31,18,47,31,14,31,14,31,12,51,14,50,12,42,31,14,31,14,24,31,32,31,14,50,1,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,31,14,31,14,31,12,51,14,50,12,42,31,14,31,14,31,14,50,12,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5972,31,31,45,31,12,31,22,45,45,31,12,31,18,31,31,45,31,14,31,14,31,14,50,12,31,14,31,14,31,14,50,12,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4531,31,31,14,31,14,25,50,1,31,12,31,18,45,31,31,45,24,13,31,17,31,14,31,17,50,12,31,31,50,45,47,51,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,31,31,47,31,12,31,18,30,25,50,51,31,24,2,6,14,6,14,31,14,47,50,24,45,31,12,31,18,47,31,31,31,31,31,51,50,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2658,31,47,31,12,31,18,45,31,24,2,6,14,6,14,31,14,47,50,24,28,24,1,31,12,31,18,47,31,31,31,31,31,50,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9040,47,14,24,2,31,31,14,31,14,31,14,50,12,45,31,31,31,45,25,50,1,53,12,31,18,12,31,18,31,14,31,14,24,12,31,12,31,18,47,31,14,50,13,31,31,51,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8042,31,47,31,14,31,14,31,14,50,12,45,31,12,31,18,31,14,24,31,31,45,31,17,31,24,53,31,14,31,14,24,12,45,24,31,31,31,31,14,50,13,17,45,50,14,31,51,50,50,31,14,31,17,31,14,50,12,0,0,0,0,0,0,0,0,0
4976,31,31,14,31,14,31,25,50,45,45,31,12,31,22,45,31,31,31,24,17,45,24,31,31,31,31,31,31,31,47,50,24,31,31,50,14,14,51,50,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,31,31,24,31,31,24,31,31,31,31,31,31,24,24,31,31,50,12,31,31,45,24,45,31,31,31,45,31,31,47,31,31,50,12,31,31,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4062,31,31,24,31,31,45,31,12,31,18,45,31,31,28,25,50,31,31,31,31,45,24,13,53,24,31,31,12,31,18,18,31,50,2,31,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7145,31,47,31,12,31,18,45,31,31,31,28,25,50,50,31,31,45,24,47,31,12,31,18,45,31,24,31,31,31,31,50,47,31,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10356,31,31,53,31,25,50,1,45,31,12,31,18,6,14,6,14,31,14,24,12,31,24,31,31,31,31,14,50,13,14,24,50,31,4,31,21,50,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8548,45,14,24,31,45,45,8,14,24,45,57,14,31,14,24,31,32,31,14,50,1,31,31,31,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10286,31,31,14,31,14,24,31,31,31,24,53,6,12,25,17,59,31,12,31,17,45,31,31,31,50,50,14,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6765,31,45,31,14,31,14,50,24,31,12,31,18,45,31,31,31,24,24,31,31,50,12,31,31,45,24,13,31,14,31,14,31,17,50,12,31,31,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7900,31,47,31,14,31,14,31,25,51,31,45,31,12,31,22,45,45,31,12,31,18,31,24,31,31,45,45,14,24,31,31,31,24,12,36,12,31,18,46,14,50,13,31,14,51,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6157,31,31,47,31,12,31,18,31,53,31,14,24,50,31,4,31,24,13,31,53,31,14,31,20,24,31,31,24,12,31,24,31,31,18,14,24,31,31,45,51,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10758,47,15,24,31,46,31,14,31,14,24,13,45,31,31,45,31,31,50,12,31,14,50,45,45,31,31,31,31,31,47,50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8652,45,31,14,24,14,31,12,31,18,45,31,31,31,31,31,47,50,24,31,17,31,14,31,14,31,14,50,12,45,14,50,2,45,51,50,12,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6905,31,47,27,31,47,31,12,31,18,31,31,14,27,24,31,31,27,31,14,27,24,31,47,27,24,3,31,47,31,12,31,18,31,31,14,29,51,50,25,31,47,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,31,31,14,31,14,25,50,2,31,45,31,12,31,18,31,31,31,50,12,31,12,31,18,45,31,31,14,31,14,45,14,50,12,31,14,51,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8821,47,27,25,50,3,31,14,31,24,13,31,14,31,14,31,14,50,12,17,31,14,50,45,31,14,31,14,31,14,31,14,50,12,50,2,27,31,31,31,31,45,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7405,31,47,31,14,31,14,25,24,1,31,24,14,31,12,31,18,45,31,31,31,31,31,31,50,12,45,25,50,50,31,12,31,18,31,31,14,42,31,14,31,14,31,14,50,13,50,12,31,14,31,14,24,1,45,31,24,31,31,18,31,14,50,2,31,14,51
9010,47,14,24,25,31,14,53,45,17,50,24,45,31,31,31,24,24,31,31,50,12,31,31,45,24,13,31,17,31,14,31,17,50,12,31,31,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4474,31,31,31,14,45,24,51,45,20,24,53,31,24,2,45,31,14,31,14,31,14,50,12,45,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7679,31,47,31,14,31,14,25,51,2,47,31,31,12,31,18,45,8,14,6,14,31,14,25,50,24,47,27,47,29,24,50,31,47,27,24,31,47,29,24,31,47,29,50,2,47,31,14,51,50,31,31,14,51,50,3,0,0,0,0,0,0,0,0,0,0,0
4392,31,31,31,14,25,50,12,31,31,24,31,31,17,45,24,13,31,14,31,14,31,14,50,12,31,20,45,47,45,24,13,31,14,31,14,31,14,50,12,45,21,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,31,45,24,31,31,31,31,31,45,31,14,31,14,31,14,50,12,31,31,31,14,31,14,31,14,50,12,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,31,36,24,31,31,24,31,45,31,31,17,31,24,45,31,14,31,14,24,31,32,31,14,50,1,17,47,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6497,31,45,24,31,31,31,12,31,18,31,31,31,17,31,25,50,50,31,14,31,14,24,13,31,24,31,31,24,31,31,31,31,14,50,2,17,47,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6846,31,45,31,12,31,18,31,31,31,17,31,25,50,50,31,14,31,14,24,13,31,24,31,31,24,31,31,31,31,14,50,2,17,47,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7091,31,47,31,12,31,18,31,14,31,14,31,24,49,31,12,31,18,45,31,14,31,14,24,31,31,31,14,50,1,17,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9475,47,14,24,31,47,6,14,57,12,31,18,45,31,31,14,31,14,31,14,31,14,50,12,45,14,50,2,31,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9542,47,14,24,31,47,31,29,45,31,31,14,31,14,31,14,31,14,50,12,45,14,50,2,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7480,31,47,31,14,31,14,25,50,49,31,31,17,31,14,31,24,53,53,12,31,18,12,31,18,45,31,31,47,31,31,50,12,14,31,14,50,3,42,51,50,31,31,14,51,50,13,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11192,31,47,31,14,31,14,25,51,31,53,12,31,18,12,31,18,45,31,14,31,14,24,53,53,12,31,18,12,31,18,45,31,31,31,31,31,50,12,31,14,50,3,31,14,51,50,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8634,45,31,27,47,29,25,24,45,47,27,29,25,51,25,47,27,47,29,24,50,31,47,27,25,50,1,31,47,31,29,47,27,24,50,31,45,27,24,31,47,27,24,31,47,27,50,2,45,27,51,50,24,47,27,24,31,47,27,24,31,45,31,29,51,50,3
4048,31,31,24,31,31,45,45,17,45,14,50,24,53,31,31,12,31,18,45,31,31,14,31,14,31,12,51,14,50,12,47,31,47,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9326,47,14,24,2,45,31,14,31,14,31,14,50,12,31,14,31,24,25,45,31,17,45,14,50,24,14,31,14,50,47,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
