TAID,Label
TOX-86073,0
TOX-86144,0
TOX-86221,0
TOX-86310,0
TOX-86974,0
TOX-87218,0
TOX-87281,0
TOX-87291,0
TOX-87311,0
TOX-87369,1
TOX-87459,0
TOX-87554,0
TOX-87571,0
TOX-87721,0
TOX-87964,1
TOX-88384,0
TOX-88425,0
TOX-88605,0
TOX-88680,0
TOX-88786,0
TOX-88884,0
TOX-89121,0
TOX-89425,0
TOX-89534,1
TOX-89540,0
TOX-90053,0
TOX-90198,0
TOX-90242,0
TOX-90256,0
TOX-90326,0
TOX-90342,0
TOX-90355,0
TOX-90539,0
TOX-90558,1
TOX-90630,0
TOX-90651,0
TOX-90769,0
TOX-90799,0
TOX-90810,0
TOX-90930,0
TOX-91007,0
TOX-91095,0
TOX-91236,1
TOX-91263,0
TOX-91318,0
TOX-91332,1
TOX-91487,0
TOX-91591,0
TOX-91653,0
TOX-91769,1
TOX-91850,0
TOX-91876,0
TOX-92121,0
TOX-92221,0
TOX-92231,0
TOX-92335,0
TOX-92778,0
TOX-92784,0
TOX-92787,0
TOX-92794,0
TOX-92799,0
TOX-92801,1
TOX-92802,0
TOX-92809,0
TOX-92813,0
TOX-92816,0
TOX-92830,1
TOX-92832,0
TOX-92842,0
TOX-92844,0
TOX-92845,0
TOX-92846,0
TOX-92847,0
TOX-92854,0
TOX-92858,1
TOX-92861,1
TOX-92862,1
TOX-92865,1
TOX-92873,1
TOX-92877,1
TOX-92885,0
TOX-92886,1
TOX-92902,1
TOX-92905,1
TOX-93055,0
TOX-93344,1
TOX-93482,0
TOX-93587,1
TOX-93635,1
TOX-93666,0
TOX-93667,1
TOX-93669,0
TOX-93670,0
TOX-93672,0
TOX-93674,0
TOX-93678,0
TOX-93679,0
TOX-93680,1
TOX-93681,0
TOX-93683,0
TOX-93685,1
TOX-93686,1
TOX-93688,1
TOX-93689,0
TOX-93691,0
TOX-93694,0
TOX-93695,0
TOX-93697,0
TOX-93699,1
TOX-93701,0
TOX-93702,0
TOX-93703,0
TOX-93706,0
TOX-93707,0
TOX-93710,0
TOX-93711,0
TOX-93712,0
TOX-93713,0
TOX-93714,0
TOX-93716,1
TOX-93717,1
TOX-93721,1
TOX-93722,1
TOX-93723,1
TOX-93724,1
TOX-93727,0
TOX-93729,0
TOX-93732,0
TOX-93733,1
TOX-93734,1
TOX-93735,0
TOX-93736,0
TOX-93737,0
TOX-93738,1
TOX-93739,0
TOX-93742,0
TOX-93743,0
TOX-93745,1
TOX-93746,1
TOX-93747,1
TOX-93748,1
TOX-93750,0
TOX-93753,0
TOX-93755,0
TOX-93756,0
TOX-93757,0
TOX-93758,0
TOX-93759,0
TOX-93760,0
TOX-93761,0
TOX-93762,0
TOX-93763,0
TOX-93764,1
TOX-93766,1
TOX-93767,1
TOX-93772,0
TOX-93774,0
TOX-93778,0
TOX-93779,0
TOX-93786,1
TOX-93790,0
TOX-93791,0
TOX-93792,0
TOX-93793,0
TOX-93794,0
TOX-93795,0
TOX-93796,0
TOX-93797,0
TOX-93799,1
TOX-93801,1
TOX-93805,1
TOX-93809,1
TOX-93810,1
TOX-93811,1
TOX-93812,0
TOX-93813,0
TOX-93814,0
TOX-93817,1
TOX-93819,0
TOX-93820,0
TOX-93822,1
TOX-93823,1
TOX-93824,1
TOX-93825,1
TOX-93826,1
TOX-93827,1
TOX-93832,0
TOX-93833,0
TOX-93834,0
TOX-93835,1
TOX-93836,1
TOX-93837,0
TOX-93838,0
TOX-93840,1
TOX-93842,0
TOX-93843,0
TOX-93844,0
TOX-93845,0
TOX-93846,1
TOX-93848,1
TOX-93849,1
TOX-93850,1
TOX-93853,0
TOX-93854,1
TOX-93855,0
TOX-93858,1
TOX-93861,1
TOX-93862,1
TOX-93863,1
TOX-93864,1
TOX-93866,1
TOX-93867,0
TOX-93868,0
TOX-93871,1
TOX-93872,1
TOX-93873,1
TOX-93874,1
TOX-93875,1
TOX-93878,0
TOX-93879,1
TOX-93880,0
TOX-93882,1
TOX-93884,0
TOX-93885,0
TOX-93889,1
TOX-93890,0
TOX-93891,0
TOX-93892,0
TOX-93893,0
TOX-93894,0
TOX-93896,0
TOX-93900,0
TOX-93901,0
TOX-93905,0
TOX-93906,0
TOX-93907,0
TOX-93908,0
TOX-93909,0
TOX-93910,0
TOX-93911,0
TOX-93912,0
TOX-93913,0
TOX-93914,1
TOX-93915,0
TOX-93916,1
TOX-93917,0
TOX-93918,1
TOX-93919,1
TOX-93920,1
TOX-93921,1
TOX-93922,0
TOX-93923,0
TOX-93924,0
TOX-93925,1
TOX-93926,0
TOX-93927,0
TOX-93929,0
TOX-93930,0
TOX-93931,0
TOX-93933,0
TOX-93934,0
TOX-93935,0
TOX-93936,0
TOX-93938,0
TOX-93942,0
TOX-93943,0
TOX-93944,0
TOX-93945,0
TOX-93946,1
TOX-93947,1
TOX-93948,0
TOX-93949,1
TOX-93950,0
TOX-93951,1
TOX-93952,0
TOX-93953,1
TOX-93954,1
TOX-93955,1
TOX-93956,1
TOX-93957,1
TOX-93958,0
TOX-93959,0
TOX-93960,0
TOX-93961,0
TOX-93962,0
TOX-93963,0
TOX-93964,0
TOX-93965,1
TOX-93966,0
TOX-93967,1
TOX-93968,1
TOX-93969,1
TOX-93970,1
TOX-93971,1
TOX-93972,1
TOX-93973,0
TOX-93974,0
TOX-93976,0
TOX-93977,0
TOX-93978,0
TOX-93979,0
TOX-93980,1
TOX-93981,0
TOX-93982,0
TOX-93983,0
TOX-93984,0
TOX-93985,0
TOX-93987,0
TOX-93988,0
TOX-93989,0
TOX-93990,0
TOX-93991,0
TOX-93992,0
TOX-93993,0
TOX-93994,0
TOX-93995,0
TOX-93996,0
TOX-93998,0
TOX-93999,1
TOX-94000,0
TOX-94001,1
TOX-94002,0
TOX-94003,1
TOX-94007,1
TOX-94008,0
TOX-94010,0
TOX-94011,0
TOX-94012,0
TOX-94013,0
TOX-94015,0
TOX-94017,0
TOX-94022,1
TOX-94023,0
TOX-94024,1
TOX-94025,1
TOX-94027,0
TOX-94028,0
TOX-94029,0
TOX-94030,1
TOX-94058,1
TOX-94060,1
TOX-94062,0
TOX-94065,0
TOX-94067,0
TOX-94068,0
TOX-94071,1
TOX-94072,0
TOX-94073,0
TOX-94074,0
TOX-94075,0
TOX-94076,0
TOX-94077,0
TOX-94128,1
TOX-94130,0
TOX-94131,0
TOX-94132,1
TOX-94133,0
TOX-94134,1
TOX-94136,1
TOX-94137,1
TOX-94138,0
TOX-94139,0
TOX-94140,0
TOX-94141,0
TOX-94142,1
TOX-94143,1
TOX-94144,1
TOX-94145,0
TOX-94146,0
TOX-94147,0
TOX-94148,0
TOX-94149,0
TOX-94150,0
TOX-94151,0
TOX-94152,0
TOX-94153,0
TOX-94154,0
TOX-94155,0
TOX-94158,0
TOX-94160,0
TOX-94161,1
TOX-94162,1
TOX-94166,0
TOX-94167,0
TOX-94168,0
TOX-94169,0
TOX-94170,0
TOX-94171,0
TOX-94172,1
TOX-94173,1
TOX-94174,0
TOX-94175,0
TOX-94176,0
TOX-94177,0
TOX-94178,0
TOX-94179,0
TOX-94180,0
TOX-94181,0
TOX-94182,0
TOX-94183,0
TOX-94184,0
TOX-94185,0
TOX-94186,1
TOX-94190,0
TOX-94191,1
TOX-94192,0
TOX-94195,0
TOX-94197,1
TOX-94204,0
TOX-94206,1
TOX-94207,1
TOX-94208,0
TOX-94209,1
TOX-94210,1
TOX-94211,0
TOX-94213,0
TOX-94214,1
TOX-94215,1
TOX-94216,1
TOX-94217,1
TOX-94218,1
TOX-94219,1
TOX-94220,1
TOX-94221,1
TOX-94222,0
TOX-94223,1
TOX-94224,0
TOX-94225,1
TOX-94226,0
TOX-94227,0
TOX-94229,0
TOX-94230,0
TOX-94232,0
TOX-94233,0
TOX-94234,0
TOX-94236,0
TOX-94237,1
TOX-94238,0
TOX-94239,0
TOX-94240,0
TOX-94241,0
TOX-94242,0
TOX-94243,0
TOX-94245,0
TOX-94246,0
TOX-94247,0
TOX-94248,0
TOX-94249,0
TOX-94253,0
TOX-94254,0
TOX-94255,0
TOX-94256,0
TOX-94257,0
TOX-94260,0
TOX-94261,1
TOX-94262,0
TOX-94263,0
TOX-94267,1
TOX-94268,0
TOX-94269,0
TOX-94271,0
TOX-94274,0
TOX-94276,0
TOX-94277,0
TOX-94278,0
TOX-94279,0
TOX-94280,0
TOX-94281,0
TOX-94282,0
TOX-94283,0
TOX-94284,0
TOX-94286,0
TOX-94287,0
TOX-94288,0
TOX-94289,0
TOX-94290,0
TOX-94291,0
TOX-94292,0
TOX-94293,0
TOX-94295,0
TOX-94296,0
TOX-94298,1
TOX-94299,0
TOX-94300,1
TOX-94301,1
TOX-94302,1
TOX-94304,0
TOX-94305,0
TOX-94306,0
TOX-94307,1
TOX-94308,0
TOX-94309,0
TOX-94310,0
TOX-94311,0
TOX-94312,0
TOX-94313,0
TOX-94314,0
TOX-94315,1
TOX-94316,0
TOX-94317,0
TOX-94318,0
TOX-94320,0
TOX-94322,1
TOX-94323,1
TOX-94324,0
TOX-94326,0
TOX-94327,0
TOX-94328,0
TOX-94329,0
TOX-94330,0
TOX-94331,0
TOX-94332,0
TOX-94334,1
TOX-94335,1
TOX-94336,1
TOX-94338,0
TOX-94339,0
TOX-94340,0
TOX-94341,0
TOX-94342,0
TOX-94344,0
TOX-94345,1
TOX-94349,0
TOX-94357,0
TOX-94358,1
TOX-94362,1
TOX-94363,0
TOX-94364,0
TOX-94365,0
TOX-94367,0
TOX-94368,0
TOX-94369,0
TOX-94370,0
TOX-94371,1
TOX-94372,1
TOX-94373,0
TOX-94374,1
TOX-94375,1
TOX-94376,1
TOX-94377,1
TOX-94378,1
TOX-94379,0
TOX-94380,1
TOX-94381,1
TOX-94382,1
TOX-94383,1
TOX-94384,0
TOX-94385,0
TOX-94386,0
TOX-94388,1
TOX-94391,0
TOX-94392,0
TOX-94393,0
TOX-94394,0
TOX-94395,0
TOX-94396,0
TOX-94397,0
TOX-94398,0
TOX-94399,0
TOX-94401,1
TOX-94402,0
TOX-94404,1
TOX-94405,0
TOX-94406,0
TOX-94407,1
TOX-94408,1
TOX-94409,0
TOX-94410,0
TOX-94411,1
TOX-94412,1
TOX-94413,0
TOX-94414,0
TOX-94415,0
TOX-94416,0
TOX-94417,0
TOX-94421,0
TOX-94422,0
TOX-94423,1
TOX-94426,1
TOX-94428,0
TOX-94429,0
TOX-94430,0
TOX-94431,1
TOX-94433,1
TOX-94434,1
TOX-94435,1
TOX-94437,1
TOX-94438,1
TOX-94439,1
TOX-94440,1
TOX-94441,1
TOX-94442,1
TOX-94443,1
TOX-94444,1
TOX-94445,1
TOX-94446,1
TOX-94447,1
TOX-94448,1
TOX-94449,1
TOX-94450,1
TOX-94451,1
TOX-94452,1
TOX-94453,1
TOX-94454,1
TOX-94455,1
TOX-94456,1
TOX-94457,1
TOX-94458,1
TOX-94459,1
TOX-94460,1
TOX-94461,1
TOX-94462,1
TOX-94463,1
TOX-94464,1
TOX-94465,1
TOX-94466,1
TOX-94467,0
TOX-94468,1
TOX-94469,0
TOX-94470,1
TOX-94471,1
TOX-94472,1
TOX-94473,1
TOX-94474,1
TOX-94475,0
TOX-94476,1
TOX-94477,1
TOX-94478,1
TOX-94479,1
TOX-94480,1
TOX-94481,1
TOX-94482,1
TOX-94483,1
TOX-94484,1
TOX-94485,1
TOX-94486,1
TOX-94487,1
TOX-94488,0
TOX-94489,0
TOX-94490,1
TOX-94491,1
TOX-94493,1
TOX-94495,0
TOX-94497,0
TOX-94498,1
TOX-94499,0
TOX-94500,0
TOX-94501,0
TOX-94502,0
TOX-94503,0
TOX-94504,0
TOX-94505,0
TOX-94506,0
TOX-94507,0
TOX-94508,1
TOX-94510,1
TOX-94511,1
TOX-94513,0
TOX-94515,1
TOX-94516,1
TOX-94519,1
TOX-94521,1
TOX-94522,1
TOX-94525,1
TOX-94526,1
TOX-94527,1
TOX-94528,1
TOX-94531,1
TOX-94532,1
TOX-94536,1
TOX-94537,1
TOX-94538,1
TOX-94539,1
TOX-94540,1
TOX-94542,0
TOX-94548,0
TOX-94549,0
TOX-94550,0
TOX-94552,0
TOX-94556,1
TOX-94558,1
TOX-94559,0
TOX-94560,0
TOX-94569,0
TOX-94571,0
TOX-94574,1
TOX-94575,0
TOX-94577,0
TOX-94578,0
TOX-94579,0
TOX-94580,0
TOX-94581,0
TOX-94582,0
TOX-94583,1
TOX-94584,1
TOX-94585,1
TOX-94586,1
TOX-94587,0
TOX-94588,1
TOX-94590,1
TOX-94591,1
TOX-94592,1
TOX-94593,1
TOX-94594,1
TOX-94595,1
TOX-94596,1
TOX-94597,1
TOX-94598,1
TOX-94599,1
TOX-94600,1
TOX-94601,1
TOX-94602,1
TOX-94603,1
TOX-94604,1
TOX-94606,0
TOX-94607,0
TOX-94608,0
TOX-94609,0
TOX-94610,0
TOX-94611,1
TOX-94612,0
TOX-94613,0
TOX-94614,0
TOX-94615,0
TOX-94616,0
TOX-94617,0
TOX-94618,0
TOX-94619,0
TOX-94620,0
TOX-94621,0
TOX-94622,0
TOX-94623,0
TOX-94624,0
TOX-94625,0
TOX-94626,0
TOX-94627,0
TOX-94628,1
TOX-94629,1
TOX-94630,1
TOX-94631,1
TOX-94632,0
TOX-94633,1
TOX-94634,0
TOX-94635,0
TOX-94636,1
TOX-94638,1
TOX-94640,1
TOX-94641,1
TOX-94642,0
TOX-94643,0
TOX-94644,0
TOX-94645,0
TOX-94646,0
TOX-94647,0
TOX-94648,0
TOX-94649,0
TOX-94653,0
TOX-94654,0
TOX-94658,0
TOX-94660,0
TOX-94661,0
TOX-94663,0
TOX-94664,0
TOX-94666,0
TOX-94667,1
TOX-94668,1
TOX-94669,1
TOX-94671,1
TOX-94672,0
TOX-94673,0
TOX-94674,0
TOX-94676,0
TOX-94677,0
TOX-94679,0
TOX-94680,0
TOX-94681,0
TOX-94682,0
TOX-94683,0
TOX-94684,1
TOX-94685,1
TOX-94686,0
TOX-94688,0
TOX-94692,1
TOX-94694,0
TOX-94695,0
TOX-94696,0
TOX-94697,0
TOX-94701,0
TOX-94702,0
TOX-94703,0
TOX-94704,0
TOX-94705,0
TOX-94706,0
TOX-94708,1
TOX-94709,1
TOX-94710,1
TOX-94713,1
TOX-94714,1
TOX-94716,1
TOX-94717,1
TOX-94719,0
TOX-94720,0
TOX-94721,0
TOX-94723,0
TOX-94726,0
TOX-94728,0
TOX-94729,1
TOX-94731,1
TOX-94732,1
TOX-94735,0
TOX-94736,1
TOX-94737,1
TOX-94740,0
TOX-94741,0
TOX-94742,0
TOX-94744,1
TOX-94746,1
TOX-94747,0
TOX-94748,0
TOX-94750,0
TOX-94754,1
TOX-94755,0
TOX-94756,1
TOX-94757,1
TOX-94758,1
TOX-94759,1
TOX-94760,1
TOX-94761,0
TOX-94762,0
TOX-94763,0
TOX-94764,0
TOX-94766,0
TOX-94767,0
TOX-94768,0
TOX-94769,0
TOX-94770,1
TOX-94771,1
TOX-94772,0
TOX-94773,0
TOX-94774,0
TOX-94776,1
TOX-94777,0
TOX-94778,0
TOX-94779,0
TOX-94780,1
TOX-94782,0
TOX-94783,1
TOX-94784,0
TOX-94785,0
TOX-94786,0
TOX-94787,1
TOX-94790,1
TOX-94791,0
TOX-94792,1
TOX-94793,1
TOX-94794,1
TOX-94795,0
TOX-94797,1
TOX-94798,1
TOX-94799,1
TOX-94800,1
TOX-94801,1
TOX-94802,1
TOX-94803,1
TOX-94805,1
TOX-94806,1
TOX-94807,1
TOX-94808,1
TOX-94810,1
TOX-94811,1
TOX-94812,1
TOX-94813,1
TOX-94816,1
TOX-94818,1
TOX-94819,1
TOX-94820,1
TOX-94821,1
TOX-94823,1
TOX-94824,1
TOX-94825,1
TOX-94826,1
TOX-94829,1
TOX-94830,1
TOX-94831,1
TOX-94832,1
TOX-94833,1
TOX-94834,1
TOX-94835,1
TOX-94836,1
TOX-94837,1
TOX-94838,1
TOX-94839,1
TOX-94840,1
TOX-94841,1
TOX-94842,1
TOX-94843,1
TOX-94845,1
TOX-94846,1
TOX-94847,1
TOX-94848,1
TOX-94849,1
TOX-94850,1
TOX-94851,1
TOX-94852,1
TOX-94853,1
TOX-94854,1
TOX-94855,1
TOX-94856,1
TOX-94857,1
TOX-94858,1
TOX-94859,1
TOX-94860,1
TOX-94861,1
TOX-94862,1
TOX-94863,1
TOX-94864,1
TOX-94865,1
TOX-94866,1
TOX-94867,1
TOX-94868,1
TOX-94869,1
TOX-94870,1
TOX-94871,1
TOX-94872,1
TOX-94873,1
TOX-94874,1
TOX-94875,1
TOX-94876,1
TOX-94878,1
TOX-94879,0
TOX-94880,0
TOX-94884,1
TOX-94885,1
TOX-94886,0
TOX-94887,0
TOX-94888,0
TOX-94889,0
TOX-94890,0
TOX-94891,0
TOX-94892,0
TOX-94893,0
TOX-94894,0
TOX-94895,0
TOX-94896,0
TOX-94897,0
TOX-94898,0
TOX-94899,0
TOX-94900,1
TOX-94902,1
TOX-94903,1
TOX-94908,1
TOX-94909,1
TOX-94910,1
TOX-94911,0
TOX-94912,1
TOX-94913,1
TOX-94914,1
TOX-94915,1
TOX-94916,1
TOX-94917,1
TOX-94919,1
TOX-94921,0
TOX-94922,1
TOX-94923,1
TOX-94925,1
TOX-94928,0
TOX-94930,0
TOX-94931,1
TOX-94932,0
TOX-94934,0
TOX-94935,0
TOX-94936,0
TOX-94939,0
TOX-94951,1
TOX-94953,0
TOX-94954,0
TOX-94955,0
TOX-94956,0
TOX-94958,1
TOX-94959,0
TOX-94962,1
TOX-94963,1
TOX-94964,1
TOX-94965,1
TOX-94966,1
TOX-94967,1
TOX-94968,1
TOX-94969,1
TOX-94970,1
TOX-94971,1
TOX-94972,1
TOX-94973,1
TOX-94974,1
TOX-94975,1
TOX-94976,1
TOX-94977,0
TOX-94978,1
TOX-94979,1
TOX-94980,1
TOX-94981,1
TOX-94982,1
TOX-94983,1
TOX-94984,1
TOX-94985,1
TOX-94986,1
TOX-94987,1
TOX-94988,1
TOX-94989,1
TOX-94990,1
TOX-94991,1
TOX-94992,1
TOX-94993,1
TOX-94994,1
TOX-94995,1
TOX-94996,1
TOX-94997,1
TOX-94998,1
TOX-94999,1
TOX-95000,1
TOX-95001,1
TOX-95002,1
TOX-95003,1
TOX-95004,1
TOX-95005,1
TOX-95006,1
TOX-95007,1
TOX-95008,1
TOX-95009,1
TOX-95010,1
TOX-95011,1
TOX-95012,1
TOX-95013,1
TOX-95014,1
TOX-95015,1
TOX-95016,1
TOX-95017,1
TOX-95018,1
TOX-95019,1
TOX-95020,1
TOX-95021,1
TOX-95022,1
TOX-95023,0
TOX-95024,0
TOX-95025,0
TOX-95026,0
TOX-95027,0
TOX-95028,1
TOX-95029,1
TOX-95030,0
TOX-95031,1
TOX-95032,0
TOX-95033,1
TOX-95034,1
TOX-95035,1
TOX-95036,1
TOX-95037,0
TOX-95038,0
TOX-95039,0
TOX-95040,0
TOX-95041,1
TOX-95042,1
TOX-95043,1
TOX-95044,1
TOX-95045,1
TOX-95046,1
TOX-95047,1
TOX-95048,1
TOX-95049,1
TOX-95050,1
TOX-95051,0
TOX-95052,0
TOX-95053,0
TOX-95054,0
TOX-95055,0
TOX-95056,0
TOX-95057,1
TOX-95058,1
TOX-95059,0
TOX-95060,0
TOX-95061,1
TOX-95062,0
TOX-95063,0
TOX-95064,1
TOX-95065,1
TOX-95066,0
TOX-95067,0
TOX-95068,0
TOX-95070,0
TOX-95073,0
TOX-95074,0
TOX-95075,0
TOX-95077,0
TOX-95078,0
TOX-95079,0
TOX-95080,0
TOX-95081,0
TOX-95082,0
TOX-95083,1
TOX-95085,0
TOX-95086,0
TOX-95087,0
TOX-95088,0
TOX-95089,0
TOX-95090,0
TOX-95092,0
TOX-95095,0
TOX-95096,0
TOX-95098,0
TOX-95099,0
TOX-95101,0
TOX-95102,0
TOX-95103,0
TOX-95104,0
TOX-95109,0
TOX-95111,0
TOX-95114,0
TOX-95115,0
TOX-95116,0
TOX-95117,0
TOX-95118,0
TOX-95119,0
TOX-95120,0
TOX-95121,0
TOX-95122,1
TOX-95123,0
TOX-95124,0
TOX-95128,0
TOX-95130,0
TOX-95131,1
TOX-95132,1
TOX-95133,1
TOX-95134,1
TOX-95135,0
TOX-95136,1
TOX-95137,1
TOX-95138,1
TOX-95139,0
TOX-95140,0
TOX-95141,0
TOX-95142,0
TOX-95143,1
TOX-95144,0
TOX-95146,0
TOX-95147,1
TOX-95148,0
TOX-95149,1
TOX-95150,1
TOX-95151,0
TOX-95155,0
TOX-95156,0
TOX-95157,1
TOX-95158,0
TOX-95159,0
TOX-95161,0
TOX-95162,0
TOX-95163,1
TOX-95165,1
TOX-95167,1
TOX-95169,1
TOX-95170,0
TOX-95171,0
TOX-95172,0
TOX-95173,1
TOX-95174,1
TOX-95175,1
TOX-95176,0
TOX-95177,1
TOX-95178,1
TOX-95179,0
TOX-95181,0
TOX-95182,0
TOX-95183,1
TOX-95184,1
TOX-95185,1
TOX-95190,0
TOX-95192,1
TOX-95193,1
TOX-95195,0
TOX-95197,0
TOX-95198,0
TOX-95199,1
TOX-95201,0
TOX-95204,1
TOX-95205,1
TOX-95206,1
TOX-95207,0
TOX-95208,0
TOX-95209,0
TOX-95210,0
TOX-95213,1
TOX-95214,1
TOX-95216,0
TOX-95217,1
TOX-95220,1
TOX-95222,1
TOX-95227,1
TOX-95228,1
TOX-95230,1
TOX-95231,1
TOX-95232,1
TOX-95234,1
TOX-95235,1
TOX-95236,0
TOX-95237,0
TOX-95238,1
TOX-95239,1
TOX-95240,1
TOX-95241,1
TOX-95242,1
TOX-95243,1
TOX-95244,1
TOX-95245,0
TOX-95246,1
TOX-95247,1
TOX-95248,0
TOX-95249,0
TOX-95250,0
TOX-95251,1
TOX-95252,1
TOX-95253,0
TOX-95255,0
TOX-95256,1
TOX-95259,0
TOX-95261,0
TOX-95263,1
TOX-95266,0
TOX-95268,0
TOX-95271,1
TOX-95272,1
TOX-95273,1
TOX-95274,1
TOX-95275,1
TOX-95276,0
TOX-95277,1
TOX-95278,1
TOX-95279,1
TOX-95280,1
TOX-95281,0
TOX-95282,0
TOX-95283,0
TOX-95284,0
TOX-95285,1
TOX-95286,1
TOX-95287,0
TOX-95288,1
TOX-95289,1
TOX-95290,0
TOX-95291,0
TOX-95292,0
TOX-95294,0
TOX-95295,0
TOX-95296,1
TOX-95297,1
TOX-95298,1
TOX-95299,0
TOX-95300,1
TOX-95301,1
TOX-95302,1
TOX-95303,0
TOX-95304,0
TOX-95305,0
TOX-95306,0
TOX-95307,0
TOX-95308,0
TOX-95309,1
TOX-95311,1
TOX-95316,0
TOX-95317,0
TOX-95318,0
TOX-95320,0
TOX-95321,0
TOX-95323,0
TOX-95324,0
TOX-95327,0
TOX-95328,0
TOX-95329,0
TOX-95331,0
TOX-95333,0
TOX-95335,0
TOX-95336,0
TOX-95339,0
TOX-95340,0
TOX-95342,0
TOX-95343,0
TOX-95345,0
TOX-95346,0
TOX-95347,0
TOX-95348,0
TOX-95349,0
TOX-95350,0
TOX-95351,1
TOX-95352,0
TOX-95353,0
TOX-95354,0
TOX-95355,0
TOX-95357,0
TOX-95358,0
TOX-95359,0
TOX-95360,1
TOX-95363,0
TOX-95364,0
TOX-95366,1
TOX-95368,0
TOX-95369,0
TOX-95370,0
TOX-95371,0
TOX-95372,0
TOX-95373,0
TOX-95374,0
TOX-95375,0
TOX-95376,0
TOX-95377,0
TOX-95378,0
TOX-95379,0
TOX-95380,0
TOX-95381,0
TOX-95406,0
TOX-95407,0
TOX-95411,0
TOX-95412,0
TOX-95413,1
TOX-95415,0
TOX-95416,0
TOX-95417,0
TOX-95418,0
TOX-95419,0
TOX-95420,0
TOX-95421,0
TOX-95422,1
TOX-95423,1
TOX-95424,1
TOX-95425,1
TOX-95426,0
TOX-95427,1
TOX-95428,0
TOX-95429,0
TOX-95430,0
TOX-95433,0
TOX-95435,0
TOX-95436,1
TOX-95437,0
TOX-95439,0
TOX-95442,0
TOX-95443,0
TOX-95444,0
TOX-95445,1
TOX-95446,1
TOX-95447,1
TOX-95448,1
TOX-95450,1
TOX-95451,0
TOX-95452,0
TOX-95453,0
TOX-95454,0
TOX-95455,0
TOX-95457,0
TOX-95458,0
TOX-95459,0
TOX-95460,0
TOX-95462,0
TOX-95463,0
TOX-95464,0
TOX-95465,0
TOX-95466,0
TOX-95467,0
TOX-95468,0
TOX-95469,0
TOX-95470,0
TOX-95471,0
TOX-95472,0
TOX-95473,0
TOX-95474,0
TOX-95475,0
TOX-95476,0
TOX-95477,0
TOX-95478,0
TOX-95479,0
TOX-95483,0
TOX-95485,0
TOX-95487,0
TOX-95488,0
TOX-95489,1
TOX-95490,0
TOX-95491,0
TOX-95492,0
TOX-95493,0
TOX-95494,1
TOX-95495,1
TOX-95499,1
TOX-95502,0
TOX-95503,1
TOX-95504,0
TOX-95505,0
TOX-95506,0
TOX-95508,0
TOX-95509,1
TOX-95510,0
TOX-95511,0
TOX-95512,0
TOX-95515,1
TOX-95516,1
TOX-95517,1
TOX-95519,0
TOX-95521,0
TOX-95522,0
TOX-95523,0
TOX-95524,0
TOX-95525,0
TOX-95529,0
TOX-95530,0
TOX-95531,0
TOX-95532,0
TOX-95533,0
TOX-95535,0
TOX-95536,0
TOX-95537,1
TOX-95539,0
TOX-95540,0
TOX-95541,0
TOX-95543,0
TOX-95544,0
TOX-95545,0
TOX-95546,0
TOX-95547,0
TOX-95548,0
TOX-95549,1
TOX-95551,0
TOX-95552,1
TOX-95554,0
TOX-95555,0
TOX-95556,0
TOX-95557,0
TOX-95558,0
TOX-95559,0
TOX-95561,1
TOX-95562,0
TOX-95563,0
TOX-95564,0
TOX-95565,0
TOX-95566,0
TOX-95567,0
TOX-95568,0
TOX-95571,0
TOX-95572,0
TOX-95573,1
TOX-95574,0
TOX-95576,0
TOX-95577,0
TOX-95578,0
TOX-95579,0
TOX-95580,1
TOX-95581,0
TOX-95583,0
TOX-95586,1
TOX-95589,1
TOX-95590,0
TOX-95593,0
TOX-95594,0
TOX-95596,1
TOX-95597,1
TOX-95598,1
TOX-95599,0
TOX-95600,0
TOX-95601,1
TOX-95602,1
TOX-95603,1
TOX-95605,0
TOX-95606,0
TOX-95607,0
TOX-95609,0
TOX-95610,0
TOX-95616,0
TOX-95619,0
TOX-95620,0
TOX-95623,0
TOX-95624,0
TOX-95627,0
TOX-95628,0
TOX-95630,1
TOX-95631,0
TOX-95632,0
TOX-95634,0
TOX-95635,0
TOX-95637,0
TOX-95639,0
TOX-95640,1
TOX-95641,0
TOX-95642,0
TOX-95643,0
TOX-95644,0
TOX-95645,0
TOX-95646,0
TOX-95647,0
TOX-95648,0
TOX-95650,1
TOX-95651,1
TOX-95653,1
TOX-95657,1
TOX-95659,0
TOX-95661,0
TOX-95662,0
TOX-95665,0
TOX-95666,1
TOX-95670,0
TOX-95671,1
TOX-95672,1
TOX-95675,0
TOX-95676,0
TOX-95677,0
TOX-95678,0
TOX-95682,0
TOX-95683,0
TOX-95684,1
TOX-95686,1
TOX-95687,0
TOX-95689,0
TOX-95691,0
TOX-95695,1
TOX-95703,1
TOX-95706,0
TOX-95707,1
TOX-95708,0
TOX-95710,1
TOX-95714,1
TOX-95715,0
TOX-95716,0
TOX-95718,0
TOX-95720,1
TOX-95721,1
TOX-95722,0
TOX-95723,0
TOX-95724,0
TOX-95725,1
TOX-95726,0
TOX-95727,0
TOX-95728,0
TOX-95729,0
TOX-95730,0
TOX-95731,0
TOX-95732,0
TOX-95733,0
TOX-95735,0
TOX-95736,1
TOX-95738,0
TOX-95739,0
TOX-95740,1
TOX-95742,0
TOX-95743,1
TOX-95744,0
TOX-95746,0
TOX-95747,0
TOX-95750,0
TOX-95751,0
TOX-95752,0
